UniqueID,Location,LocalID,Inbreeding,BirthDate,DeathDate,AgeDays
912,JERSEY,B3090,0.0973,05/05/1993,06/05/1993,1
916,AVIORNIS,______,0.3062,13/06/1993,16/01/1997,1313
917,BURFORD,4101,0.1299,22/06/1993,21/08/1997,1521
918,BELFAST,996,0.064,24/06/1993,01/04/2001,2838
919,JERSEY,B3248,0.1277,29/06/1993,04/08/1993,36
920,JERSEY,B3214,0.1277,09/07/1993,12/08/1993,34
923,ALPHEN,6836,0.064,01/08/1993,01/08/2001,2922
926,JERSEY,B3251,0.064,05/08/1993,25/10/1993,81
927,JERSEY,B3280,0.0371,30/08/1993,24/10/1993,55
928,JERSEY,B3281,0.0973,07/09/1993,17/10/1993,40
929,JERSEY,B3855,0,16/09/1993,10/09/2003,3646
930,JERSEY,B3291,0.0718,21/11/1993,23/11/1993,2
932,JERSEY,B3301,0.0718,16/01/1994,17/01/1994,1
933,LEEDS,94/010,0.1025,25/01/1994,02/02/1994,8
934,JERSEY,B3856,0,26/01/1994,14/09/1997,1327
935,BLACKRIVE,______,0.0718,29/01/1994,09/04/1997,1166
936,LEEDS,94/234,0.1193,05/02/1994,28/09/1999,2061
937,DUBLIN,97B031,0.0718,06/02/1994,17/12/2009,5793
938,KRAAIFONT,950284,0,13/02/1994,22/03/2000,2229
939,LEEDS,94/021,0.1025,28/02/1994,01/03/1994,1
940,LEEDS,94/029,0.1025,25/03/1994,31/03/1994,6
941,BURFORD,4100,0.1025,25/03/1994,16/10/1997,1301
942,JERSEY,B3857,0,01/04/1994,05/04/1996,735
943,KRAAIFONT,950288,0,01/04/1994,22/03/2000,2182
944,AVIORNIS,______,0.0371,06/04/1994,01/09/2000,2340
946,PAIGNTON,3191,0.0718,08/06/1994,24/08/2004,3730
947,ROTTERDAM,403751,0.1782,09/06/1994,09/06/1994,0
950,PAULTONSP,______,0.1299,21/06/1994,28/04/1997,1042
951,ROTTERDAM,403844,0.1782,03/07/1994,23/08/1994,51
952,JERSEY,B4803,0.1782,03/07/1994,01/07/2003,3285
953,BRISTOL,6129,0.0718,04/07/1994,21/12/1999,1996
954,LEEDS,94/142,0.2169,05/07/1994,30/08/1994,56
955,ROTTERDAM,404477,0.0718,30/07/1994,30/06/2012,6545
956,PITTS CA,4840,0.0718,01/08/1994,28/11/2000,2311
957,LEEDS,94/180,0.2169,09/08/1994,10/08/1994,1
959,TILGATE,PP398,0.0718,11/08/1994,20/03/1998,1317
961,AVIORNIS,______,0.1194,28/08/1994,16/08/1996,719
962,AVIORNIS,______,0.1194,29/08/1994,23/09/1994,25
963,BURFORD,4131,0.0973,01/09/1994,22/07/2010,5803
964,LEEDS,94/210,0.2169,02/09/1994,12/09/1994,10
965,AVIORNIS,______,0.1194,13/09/1994,14/12/1996,823
966,BELFAST,1985,0.1194,14/09/1994,10/02/1998,1245
967,HAYLE,S792,0.0973,16/09/1994,27/05/2006,4271
968,JERSEY,B3492,0.0973,18/09/1994,09/05/1995,233
969,LOWRY,204807,0.1167,23/09/1994,07/03/2003,3087
970,HOUSTON,24436,0.0469,25/09/1994,22/08/2010,5810
971,SAN ANTON,951103,0.0469,27/09/1994,22/09/1999,1821
972,AVIORNIS,______,0.1194,27/09/1994,26/04/1997,942
973,AVIORNIS,______,0.1194,27/09/1994,08/12/1996,803
974,BELFAST,1986,0.1194,08/10/1994,12/04/1997,917
975,AVIORNIS,______,0.1194,08/10/1994,12/02/1996,492
976,LEEDS,94/212,0.2169,10/10/1994,17/10/1994,7
977,SANDIEGOZ,894307,0.1167,19/10/1994,22/10/1994,3
978,JERSEY,B3508,0.0973,27/11/1994,28/11/1994,1
980,SANDIEGOZ,895003,0.1167,24/01/1995,30/01/1995,6
982,BLACKRIVE,______,0.0692,27/01/1995,09/04/1997,803
983,SANDIEGOZ,895015,0.1167,06/02/1995,16/02/1995,10
984,JERSEY,B3532,0.0692,14/02/1995,25/02/1995,11
986,JERSEY,B3537,0.0692,07/03/1995,18/03/1995,11
987,JERSEY,B3540,0,16/03/1995,06/07/1995,112
988,JERSEY,B3551,0,18/03/1995,25/03/1995,7
989,JERSEY,B3557,0,28/03/1995,30/03/1995,2
990,JERSEY,B3558,0,30/03/1995,30/03/1995,0
991,JERSEY,B3659,0.0692,02/04/1995,19/12/1995,261
992,JERSEY,B3660,0,04/04/1995,20/04/1995,16
993,JERSEY,B3661,0,15/04/1995,27/04/1995,12
994,JERSEY,B3662,0,16/04/1995,28/04/1995,12
995,NY BRONX,952347,0.0156,20/04/1995,30/08/1999,1593
996,JERSEY,B3667,0,21/04/1995,07/08/1995,108
997,SANDIEGOZ,495047,0.1167,22/04/1995,29/04/1995,7
998,JERSEY,B3672,0,24/04/1995,30/04/1995,6
999,MEMPHIS,15600,0.0469,25/04/1995,05/03/1999,1410
1000,AVIORNIS,______,0.1194,07/05/1995,01/10/2000,1974
1001,BRISTOL,6130,0,08/05/1995,06/04/1997,699
1002,KOLN,B2464,0.1194,08/05/1995,26/05/2001,2210
1003,HOUSTON,15997,0.0156,09/05/1995,17/12/2008,4971
1004,JERSEY,B3717,0.0156,21/05/1995,01/06/1995,11
1005,CENTRALPK,952166,0.127,27/05/1995,23/03/1996,301
1006,JERSEY,B3706,0,28/05/1995,30/05/1995,2
1007,NY BRONX,952346,0.0469,31/05/1995,23/03/2002,2488
1008,AVIORNIS,______,0.1194,01/06/1995,26/06/1996,391
1009,JERSEY,B3808,0.0692,08/06/1995,26/08/2006,4097
1010,CHARD,1063,0.1299,19/06/1995,22/06/1995,3
1011,AVIORNIS,______,0.1194,02/07/1995,12/04/1997,650
1012,LEEDS,95/191,0.1455,05/07/1995,24/07/1995,19
1013,JERSEY,B3835,0,10/07/1995,07/10/1995,89
1014,AVIORNIS,______,0.1194,15/07/1995,12/04/1997,637
1015,AVIORNIS,______,0.1194,17/07/1995,12/04/1997,635
1016,SAN ANTON,970926,0,20/07/1995,05/11/2009,5222
1017,HOUSTON,17074,0,21/07/1995,02/08/1998,1108
1018,BLACKRIVE,______,0.0469,31/07/1995,09/04/1997,618
1019,JERSEY,B3862,0.0469,01/08/1995,03/08/1995,2
1020,ANTWERP,12461,0.1431,15/08/1995,21/10/1997,798
1021,BRISTOL,6250,0,20/08/1995,08/02/1999,1268
1022,JERSEY,B4872,0.1455,26/08/1995,04/07/2003,2869
1023,EVANSVLLE,296026,0.127,04/09/1995,14/02/2003,2720
1024,JERSEY,B3892,0.1309,05/10/1995,13/11/1995,39
1025,KOLN,B2193,0.1431,05/10/1995,24/09/2005,3642
1026,AVIORNIS,______,0.0999,20/10/1995,20/10/1995,0
1027,BRISTOL,6127,0,23/10/1995,17/05/2005,3494
1028,CHESTER,B99030,0,01/11/1995,08/08/1999,1376
1029,LOUISVILL,201163,0.1338,16/11/1995,05/12/2001,2211
1030,AVIORNIS,______,0.1309,21/11/1995,04/08/2002,2448
1031,NY BRONX,972296,0,27/11/1995,19/05/2002,2365
1032,BLACKRIVE,______,0.0692,29/11/1995,09/04/1997,497
1033,JERSEY,B3902,0,10/12/1995,11/12/1995,1
1034,DISNEY AK,60130,0.1167,22/12/1995,29/11/2006,3995
1035,MEMPHIS,15694,0.1526,01/01/1996,08/01/1996,7
1036,BRISTOL,6128,0,06/01/1996,02/02/2001,1854
1037,BLACKRIVE,______,0.0692,07/01/1996,09/04/1997,458
1038,JERSEY,B3905,0.0692,09/01/1996,19/01/1996,10
1039,JERSEY,B3906,0.0692,19/01/1996,28/01/1996,9
1040,JERSEY,B3907,0.0692,28/01/1996,16/02/1996,19
1041,JERSEY,B3908,0,14/02/1996,15/02/1996,1
1043,JERSEY,B3927,0,19/04/1996,23/05/1996,34
1044,JERSEY,B3928,0,24/04/1996,25/04/1996,1
1045,DISNEY AK,90641,0.0603,01/05/1996,15/02/2014,6499
1046,ST LOUIS,961038,0.0603,01/05/1996,03/10/2000,1616
1047,HOUSTON,26710,0,02/05/1996,19/06/2013,6257
1048,CHESTER,960086,0.2207,04/05/1996,04/05/1996,0
1049,CHESTER,970592,0,12/05/1996,23/07/2003,2628
1050,JERSEY,B3942,0,17/05/1996,01/06/1996,15
1051,PITTS CA,5529,0.0603,23/05/1996,20/11/2002,2372
1052,ST LOUIS,100909,0.0603,24/05/1996,10/01/2003,2422
1053,LISBON,6009,0.0754,29/05/1996,06/08/2001,1895
1055,JERSEY,B3966,0,03/06/1996,15/06/1996,12
1056,NY BRONX,962119,0.072,15/06/1996,17/06/1996,2
1057,JERSEY,B3984,0.125,17/06/1996,17/06/1996,0
1058,NY BRONX,972297,0,18/06/1996,17/05/2005,3255
1060,SEDGWICK,7782,0.0603,22/06/1996,12/05/1999,1054
1061,JERSEY,B3989,0.0469,23/06/1996,19/08/1997,422
1062,ROTTERDAM,404735,0.0754,23/06/1996,25/06/1996,2
1063,JERSEY,B3990,0.0469,24/06/1996,28/09/1999,1191
1064,NY BRONX,962129,0.072,28/06/1996,17/11/1996,142
1065,NY BRONX,962130,0.127,29/06/1996,30/06/1996,1
1066,PITTS CA,4669,0.072,06/07/1996,03/04/2004,2828
1067,SAN ANTON,961065,0.072,07/07/1996,07/09/2007,4079
1069,KOLN,B2963,0,15/07/1996,20/07/2000,1466
1070,SEDGWICK,7796,0.127,20/07/1996,25/03/1998,613
1071,PRAHA,260095,0.125,27/07/1996,27/12/2013,6362
1072,AVIORNIS,______,0.125,29/07/1996,29/07/1998,730
1073,LEEDS,96/167,0.1445,31/07/1996,15/08/1996,15
1074,ANTWERP,12615,0.1431,04/08/1996,23/06/1998,688
1075,JERSEY,B4047,0.125,12/08/1996,13/02/2001,1646
1076,JERSEY,B4048,0.125,15/08/1996,29/09/1997,410
1077,JERSEY,B4050,0,17/08/1996,10/02/2001,1638
1078,JERSEY,B4051,0.0469,18/08/1996,26/09/1996,39
1079,JERSEY,B4052,0.0469,19/08/1996,21/08/1996,2
1080,AVIORNIS,______,0.1296,23/08/1996,13/04/1998,598
1081,DUDLEY,1623,0.1445,24/08/1996,09/02/1998,534
1082,CHESTER,B99029,0.125,24/08/1996,08/02/2001,1629
1083,LEEDS,96/179,0.1445,27/08/1996,18/09/1996,22
1084,KOLN,B2465,0.1296,15/09/1996,04/03/1998,535
1085,JERSEY,B4069,0.125,06/10/1996,06/04/1997,182
1086,DALLAS,97C056,0.127,16/10/1996,07/07/2007,3916
1087,DISNEY AK,30453,0.127,28/10/1996,23/11/2003,2582
1088,HOUSTON,16616,0.1338,05/11/1996,06/11/1996,1
1089,JERSEY,B4075,0,05/02/1997,15/02/1997,10
1090,ROTTERDAM,405429,0,18/02/1997,15/04/2005,2978
1091,JERSEY,B4084,0,01/03/1997,25/09/2000,1304
1092,JERSEY,B4085,0.125,05/03/1997,22/03/1997,17
1093,PAIGNTON,3192,0,13/03/1997,14/05/2000,1158
1094,JERSEY,B4090,0,21/03/1997,25/03/1997,4
1095,JERSEY,B4091,0,21/03/1997,25/03/1997,4
1096,JERSEY,B4092,0,21/03/1997,23/03/1997,2
1097,JERSEY,B4094,0,27/03/1997,06/04/1997,10
1098,JERSEY,B4096,0,30/03/1997,30/03/1997,0
1099,MEMPHIS,16735,0.0603,30/03/1997,14/04/1997,15
1100,ANTWERP,12684,0.1431,03/04/1997,03/04/1997,0
1101,JERSEY,B4097,0.125,08/04/1997,10/04/1997,2
1102,AVIORNIS,______,0.1194,13/04/1997,13/04/1997,0
1103,AVIORNIS,______,0.1194,13/04/1997,01/12/2000,1328
1104,JERSEY,B4101,0.125,14/04/1997,09/06/1997,56
1105,JERSEY,B4102,0.125,16/04/1997,18/04/1997,2
1106,ROTTERDAM,405024,0.1249,18/04/1997,24/04/1997,6
1107,LISBON,6010,0.1249,19/04/1997,03/12/2001,1689
1108,AVIORNIS,______,0.1194,24/04/1997,24/04/1997,0
1109,HAYLE,S950,0,07/05/1997,27/02/2014,6140
1110,ANTWERP,12703,0.1431,07/05/1997,02/02/2007,3558
1111,JERSEY,B4116,0.125,10/05/1997,23/11/1997,197
1112,HAYLE,S951,0,12/05/1997,19/02/2003,2109
1113,AVIORNIS,______,0.1194,14/05/1997,14/05/1997,0
1114,AVIORNIS,______,0,17/05/1997,04/08/2002,1905
1115,AVIORNIS,______,0.1194,17/05/1997,25/10/2001,1622
1116,BURFORD,4132,0,19/05/1997,02/11/2002,1993
1117,JERSEY,B4121,0.125,20/05/1997,23/05/1997,3
1118,ANTWERP,13962B,0,28/05/1997,16/05/2011,5101
1119,TWYCROSS,3245,0,01/06/1997,23/04/2002,1787
1120,HAYLE,S952,0,01/06/1997,09/03/2003,2107
1121,AVIORNIS,______,0.1194,02/06/1997,02/06/1997,0
1122,JERSEY,B4144,0.125,03/06/1997,03/06/1997,0
1123,TILGATE,PP298,0,15/06/1997,13/07/1999,758
1124,AVIORNIS,______,0.1194,19/06/1997,19/06/1997,0
1125,LEEDS,97/106,0.1309,26/06/1997,28/06/1997,2
1126,AVIORNIS,______,0.1194,27/06/1997,01/03/2001,1343
1127,AVIORNIS,______,0.1194,29/06/1997,22/05/2000,1058
1128,JERSEY,B4192,0,02/07/1997,12/07/1997,10
1129,JERSEY,B4193,0.125,02/07/1997,27/07/1997,25
1130,AVIORNIS,______,0,04/07/1997,01/02/2001,1308
1131,LOWRY,203284,0.1338,04/07/1997,28/03/2000,998
1132,JERSEY,B4211,0,14/07/1997,16/07/1997,2
1133,AVIORNIS,______,0.1194,17/07/1997,04/08/2002,1844
1134,CLERES,C99293,0,19/07/1997,13/06/2000,1060
1135,AVIORNIS,______,0.1296,25/07/1997,28/11/2001,1587
1136,AVIORNIS,______,0,30/07/1997,03/08/1998,369
1137,AVIORNIS,______,0.1194,07/08/1997,04/08/2002,1823
1138,DUDLEY,1895,0,14/08/1997,09/05/2011,5016
1139,LEEDS,97/132,0.1445,20/08/1997,28/08/1997,8
1140,LEEDS,97/133,0.1445,20/08/1997,01/01/2006,3056
1141,JERSEY,B4225,0,26/08/1997,13/03/1999,564
1142,HAYLE,S953,0,27/08/1997,18/03/2002,1664
1143,KOLN,B2917,0,07/09/1997,07/01/2010,4505
1144,DUDLEY,1896,0,08/09/1997,01/06/2001,1362
1145,SAN ANTON,970924,0.1088,11/09/1997,13/09/1997,2
1146,ROTTERDAM,405428,0.0468,19/01/1998,21/01/1998,2
1147,BRISTOL,6348,0.0625,30/01/1998,03/02/1998,4
1148,SAN ANTON,980306,0,04/03/1998,27/06/1998,115
1149,LISBON,6706,0.1296,15/03/1998,24/10/1999,588
1150,AVIORNIS,98014,0.1296,18/03/1998,10/10/2000,937
1151,RODE,______,0.0822,19/03/1998,19/12/1998,275
1152,EL PASO,200498,0.0258,19/03/1998,31/07/2004,2326
1153,ANTWERP,13034,0.1296,01/04/1998,09/08/2004,2322
1154,TOLEDO,1295,0.0258,08/04/1998,28/02/2016,6535
1155,BOURTON,B1294,0,12/04/1998,12/03/2003,1795
1156,AVIORNIS,98J015,0.1296,14/04/1998,29/09/2000,899
1157,JERSEY,B4291,0,17/04/1998,15/09/1998,151
1158,AVIORNIS,98J001,0.0362,23/04/1998,25/10/2001,1281
1159,LISBON,6434,0,25/04/1998,30/03/2001,1070
1160,ROTTERDAM,405505,0.0468,26/04/1998,20/10/1999,542
1161,AVIORNIS,______,0.015,30/04/1998,04/08/2002,1557
1162,AVIORNIS,98J018,0.1296,01/05/1998,01/05/1998,0
1163,TWYCROSS,3244,0,03/05/1998,11/11/2005,2749
1164,BRISTOL,6422,0.0625,03/05/1998,05/05/1998,2
1165,LISBON,6435,0,07/05/1998,06/12/1998,213
1166,JERSEY,B4305,0,15/05/1998,01/12/2007,3487
1167,AVIORNIS,98J017,0.3386,16/05/1998,16/05/1998,0
1168,BRISTOL,6441,0.0625,21/05/1998,24/05/1998,3
1169,JERSEY,B4323,0,22/05/1998,24/09/2002,1586
1170,AVIORNIS,98J011,0.1296,22/05/1998,22/02/2001,1007
1171,ALPHEN,6902,0,24/05/1998,31/12/1999,586
1172,PUBLIC,______,0,30/05/1998,07/05/1999,342
1173,HOUSTON,17479,0.0352,30/05/1998,07/09/2002,1561
1174,JERSEY,B4338,0,01/06/1998,01/06/1998,0
1175,JERSEY,B4340,0,01/06/1998,01/06/1998,0
1176,AVIORNIS,98J003,0.0362,01/06/1998,01/06/1998,0
1177,BRISTOL,6454,0.0822,07/06/1998,08/06/1998,1
1178,AVIORNIS,______,0.015,10/06/1998,04/08/2002,1516
1179,BELFAST,3543,0.015,11/06/1998,01/07/1999,385
1180,RODE,______,0,16/06/1998,09/04/1999,297
1181,TILGATE,100009,0.0625,16/06/1998,25/04/1999,313
1182,ANTWERP,13962C,0.1194,20/06/1998,29/10/2011,4879
1183,BELFAST,3544,0.1194,24/06/1998,06/12/2001,1261
1184,BRISTOL,6605,0,24/06/1998,25/07/2001,1127
1185,CLERES,C99292,0.0362,24/06/1998,27/07/1999,398
1186,LEEDS,H1034,0,25/06/1998,19/06/2008,3647
1187,AVIORNIS,98J006,0.015,26/06/1998,26/06/1998,0
1188,CAMBRON,4503,0.015,27/06/1998,26/11/1999,517
1189,CAMBRON,4504,0.1426,29/06/1998,05/05/2000,676
1190,AVIORNIS,98J007,0.1205,05/07/1998,07/12/1998,155
1191,AVIORNIS,98J029,0.0362,14/07/1998,14/07/1998,0
1192,TILGATE,PP198,0,21/07/1998,08/11/2000,841
1193,AVIORNIS,98J023,0.1205,22/07/1998,22/12/1998,153
1194,PUBLIC,______,0,23/07/1998,07/05/1999,288
1195,TILGATE,PP199,0,28/07/1998,20/09/2001,1150
1196,AVIORNIS,98J024,0.1205,11/08/1998,11/08/1998,0
1197,BELFAST,3545,0.1296,16/08/1998,02/01/2000,504
1198,AVIORNIS,98J030,0.0362,16/08/1998,16/08/1998,0
1199,AVIORNIS,98J020,0.1296,18/08/1998,13/07/2000,695
1200,AVIORNIS,98J031,0.015,18/08/1998,01/03/2001,926
1201,LOUISVILL,201622,0.1412,18/08/1998,24/08/1998,6
1202,JERSEY,B4454,0,20/08/1998,22/08/1998,2
1204,AVIORNIS,98J032,0.015,08/09/1998,08/09/1998,0
1205,BOURTON,B1295,0,18/09/1998,12/01/2007,3038
1206,LEEDS,H1035,0,19/09/1998,03/01/2007,3028
1207,HOGLE,990107,0.1791,29/09/1998,09/09/1999,345
1208,AVIORNIS,98J033,0.015,01/10/1998,01/10/1998,0
1209,ROTTERDAM,405834,0.0468,02/10/1998,04/10/1998,2
1210,JERSEY,B4475,0,04/10/1998,23/12/2002,1541
1211,CHARD,Z101,0,01/01/1999,08/09/2007,3172
1212,CHARD,Z102,0,01/01/1999,29/01/2003,1489
1213,ROTTERDAM,405958,0.0468,31/01/1999,01/02/1999,1
1214,ROTTERDAM,405959,0.0468,31/01/1999,01/02/1999,1
1215,BRISTOL,6565,0.0625,09/02/1999,22/03/1999,41
1216,ROTTERDAM,405975,0.0468,02/03/1999,05/03/1999,3
1217,ROTTERDAM,405977,0.0468,03/03/1999,10/03/1999,7
1218,PLZEN,52044D,0.0325,03/04/1999,23/11/2010,4252
1219,ANTWERP,13962E,0.0325,05/04/1999,09/07/2005,2287
1220,CHESTER,B99044,0,13/04/1999,19/04/1999,6
1221,CHESTER,B99043,0,14/04/1999,15/07/1999,92
1222,AVIORNIS,410405,0.0667,23/04/1999,17/07/2000,451
1223,AVIORNIS,______,0.0325,26/04/1999,04/08/2002,1196
1224,CHESTER,B99085,0,07/05/1999,25/07/2002,1175
1225,JERSEY,B4509,0,08/05/1999,05/07/2017,6633
1226,CHESTER,B99095,0,09/05/1999,10/05/1999,1
1227,JERSEY,B4517,0,19/05/1999,20/05/1999,1
1228,CHESTER,B00397,0.0828,20/05/1999,12/03/2007,2853
1229,PRAHA,200150,0.0139,30/05/1999,06/03/2013,5029
1230,PAIGNTON,3842,0,30/05/1999,13/02/2005,2086
1231,JERSEY,B4545,0,06/06/1999,12/04/2001,676
1232,AVIORNIS,410408,0.0667,13/06/1999,29/05/2002,1081
1233,PAULTONSP,______,0.0334,14/06/1999,21/02/2005,2079
1234,JERSEY,B4603,0,25/06/1999,25/06/1999,0
1235,JERSEY,B4601,0.0625,04/07/1999,05/07/1999,1
1236,MEMPHIS,19143,0,06/07/1999,14/08/2002,1135
1237,PRAHA,200112,0,11/07/1999,26/08/2010,4064
1238,LEEDS,99/119,0.1309,21/07/1999,19/10/2001,821
1239,CHARD,Z873,0.0072,29/07/1999,01/01/2009,3444
1240,JERSEY,B4637,0.0072,30/07/1999,16/09/2008,3336
1241,JERSEY,B4638,0,31/07/1999,16/07/2001,716
1242,FRANKLINP,A03493,0.0405,03/08/1999,09/03/2005,2045
1243,SEDGWICK,9156,0.0405,03/08/1999,28/08/2004,1852
1244,ANTWERP,13109,0.1431,06/08/1999,22/08/1999,16
1245,MILWAUKEE,B3685,0.0405,12/08/1999,24/12/1999,134
1246,JERSEY,B4653,0,13/08/1999,31/08/2004,1845
1247,LOUISVILL,201847,0.0405,14/08/1999,16/04/2003,1341
1248,BRISTOL,7230,0.0072,16/08/1999,20/04/2002,978
1249,JERSEY,B4660,0.0625,22/08/1999,08/03/2001,564
1250,PRAHA,200113,0.0625,06/09/1999,30/01/2002,877
1251,ROTTERDAM,406233,0.0468,10/09/1999,17/09/1999,7
1252,ROTTERDAM,406725,0.0625,20/09/1999,14/08/2001,694
1253,CHESTER,B99347,0.0938,20/09/1999,20/09/1999,0
1254,KOLN,B3024,0.15,07/10/1999,09/10/1999,2
1255,KOLN,B3025,0.15,07/10/1999,09/10/1999,2
1256,PRAHA,200151,0.0139,22/10/1999,29/08/2018,6886
1257,ROTTERDAM,406340,0.0468,29/11/1999,01/12/1999,2
1258,ROTTERDAM,406341,0.0468,30/11/1999,01/12/1999,1
1259,AVIORNIS,______,0.0325,16/02/2000,04/08/2002,900
1260,LOUISVILL,201745,0.1412,04/03/2000,20/03/2003,1111
1261,LOUISVILL,201748,0.1412,05/03/2000,04/04/2000,30
1262,ANTWERP,13437,0.0325,10/03/2000,24/01/2007,2511
1263,DALLAS,03E835,0.0405,14/04/2000,08/08/2005,1942
1264,SD-WAP,800079,0.0405,15/04/2000,16/04/2000,1
1265,LEEDS,H1135,0.0938,19/04/2000,30/11/2001,590
1266,JERSEY,B4704,0.0625,19/05/2000,14/06/2000,26
1267,SD-WAP,814211,0,01/06/2000,13/03/2017,6129
1268,PLZEN,52043D,0.0468,15/06/2000,04/07/2005,1845
1269,CHESTER,CZ92,0.0468,15/06/2000,26/10/2002,863
1270,BRISTOL,7864,0.0334,24/06/2000,25/01/2003,945
1271,BURFORD,4731,0.0334,15/07/2000,15/07/2000,0
1272,MULHOUSE,O06052,0.1431,15/07/2000,01/01/2007,2361
1273,BRISTOL,7207,0.0625,25/07/2000,17/05/2005,1757
1274,LOUISVILL,201774,0.1412,23/08/2000,23/08/2000,0
1275,BRISTOL,7236,0.0625,26/08/2000,17/09/2001,387
1276,LOUISVILL,201775,0.1412,01/09/2000,01/09/2000,0
1277,JERSEY,B4861,0.0625,16/09/2000,19/09/2000,3
1278,JERSEY,B4862,0.0625,16/09/2000,25/10/2000,39
1279,AVIORNIS,______,0.118,21/09/2000,04/08/2002,682
1280,AVIORNIS,______,0.1115,21/09/2000,04/08/2002,682
1281,LOUISVILL,201785,0.1412,29/10/2000,01/11/2000,3
1282,BALLAUGH,B0044,0.0625,21/01/2001,11/01/2005,1451
1283,SD-WAP,801400,0.0508,21/01/2001,01/01/2006,1806
1285,MOODY,2275,0.0508,04/03/2001,21/11/2001,262
1286,LOUISVILL,202101,0.0508,20/05/2001,14/03/2014,4681
1287,AKRON,A22458,0.0444,20/05/2001,31/08/2003,833
1288,FRANKLINP,A02434,0.092,29/05/2001,14/05/2003,715
1289,FRANKLINP,A02435,0.1412,30/05/2001,09/02/2006,1716
1290,AVIORNIS,______,0.118,06/06/2001,04/08/2002,424
1291,AVIORNIS,______,0.118,07/06/2001,04/08/2002,423
1292,EL PASO,200309,0.0444,08/06/2001,09/04/2010,3227
1293,BRISTOL,7746,0.0359,09/06/2001,11/06/2001,2
1294,JERSEY,B4921,0.0166,18/06/2001,21/07/2001,33
1295,BRISTOL,7762,0.0359,20/06/2001,21/06/2001,1
1296,BRISTOL,7763,0.0359,21/06/2001,23/06/2001,2
1297,AVIORNIS,94582,0.1115,24/06/2001,09/07/2001,15
1298,AVIORNIS,______,0.118,25/06/2001,04/08/2002,405
1299,JERSEY,B5158,0.1664,02/07/2001,15/04/2006,1748
1300,AVIORNIS,94584,0.118,04/07/2001,20/02/2002,231
1301,BRISTOL,7776,0.0359,08/07/2001,11/02/2004,948
1302,MOODY,2409,0.092,21/07/2001,24/09/2004,1161
1303,PRAHA,210056,0.0156,31/07/2001,06/08/2001,6
1304,ROTTERDAM,407193,0.0468,05/08/2001,05/08/2001,0
1305,AVIORNIS,94586,0.118,08/08/2001,15/04/2002,250
1306,PRAHA,10186,0.0156,10/08/2001,02/05/2003,630
1307,PRAHA,210057,0.0156,10/08/2001,02/09/2001,23
1308,SD-WAP,801350,0.0405,15/08/2001,12/03/2003,574
1310,AVIORNIS,______,0.118,02/09/2001,04/08/2002,336
1311,AVIORNIS,______,0.0325,09/09/2001,04/08/2002,329
1313,MULHOUSE,O07005,0.0468,07/02/2002,12/10/2018,6091
1314,ANTWERP,13447,0.0672,11/02/2002,11/02/2002,0
1315,KOLN,B4740,0.0672,22/03/2002,07/02/2009,2514
1316,ANTWERP,13467,0.0672,03/04/2002,04/04/2002,1
1317,PITTS CA,6215,0.1382,15/04/2002,23/03/2003,342
1318,JERSEY,B5089,0.0163,20/04/2002,20/02/2005,1037
1320,SAN ANTON,Y02051,0.0444,09/05/2002,11/05/2002,2
1321,PLZEN,52041D,0.0156,10/05/2002,24/06/2009,2602
1322,ANTWERP,13495,0,15/05/2002,19/05/2002,4
1323,JERSEY,B5123,0.0163,03/06/2002,05/06/2002,2
1324,JERSEY,B5132,0.0625,16/06/2002,17/06/2002,1
1325,TRACY AV,1231,0.092,20/06/2002,20/06/2002,0
1327,TRACY AV,1234,0.092,23/06/2002,05/09/2002,74
1328,CHESTER,CZ326,0.1664,08/07/2002,09/07/2002,1
1329,CHESTER,CZ331,0.1664,09/07/2002,10/07/2002,1
1330,CHESTER,C06307,0.0711,11/07/2002,04/05/2007,1758
1331,CHESTER,CZ554,0.1664,12/09/2002,21/10/2002,39
1332,ANTWERP,13572,0.0672,16/09/2002,17/09/2002,1
1333,CHESTER,C06105,0.0156,12/04/2003,25/11/2006,1323
1334,PLZEN,52042D,0.1985,14/04/2003,29/04/2005,746
1335,JERSEY,B5206,0.0163,25/04/2003,31/05/2003,36
1336,KOLN,B4408,0.1985,03/05/2003,05/02/2010,2470
1337,BOURTON,B2239,0.0163,07/05/2003,13/01/2006,982
1338,MEMPHIS,21104,0.0411,05/06/2003,17/08/2003,73
1339,KOLN,B4409,0.1392,10/06/2003,05/09/2012,3375
1340,SD-WAP,804055,0.092,26/06/2003,07/08/2005,773
1341,TRACY AV,1330,0.092,26/06/2003,15/01/2004,203
1342,PRAHA,230100,0.1392,11/07/2003,12/07/2003,1
1343,JERSEY,B5310,0.0332,18/07/2003,24/08/2003,37
1344,EXMOOR,1321,0.0938,24/07/2003,31/08/2007,1499
1345,JERSEY,B5316,0.0938,25/07/2003,08/09/2006,1141
1346,AKRON,100081,0.116,01/08/2003,30/09/2003,60
1347,JERSEY,B5324,0.0332,12/08/2003,26/08/2003,14
1348,AKRON,100091,0.092,21/08/2003,14/08/2005,724
1349,CHARD,Z622,0.0748,28/08/2003,18/07/2005,690
1350,TRACY AV,1348,0.092,17/10/2003,20/10/2003,3
1352,HOUSTON,20945,0.1016,29/02/2004,29/02/2004,0
1353,EVANSVLLE,205005,0.1016,20/03/2004,29/05/2007,1165
1354,JERSEY,B5384,0.0748,28/03/2004,29/03/2004,1
